Title;|=*?*=|ProjectId;|=*?*=|MainProjectId;|=*?*=|ShortDescription;|=*?*=|Outcome;|=*?*=|DeveloperName;|=*?*=|DemoLink;|=*?*=|GitHubLink;|=*?*=|ShowItem;|=*?*=|ShowProgressBar;|=*?*=|PriorityCalculation;|=*?*=|HasDemo;|=*?*=|PriorityNumber;|=*?*=|Impact;|=*?*=|Urgency;|=*?*=|EaseOffSuccess;|=*?*=|PersonalPreference;|=*?*=|Progress;|=*?*=|TotalHours;|=*?*=|TheoreticalHours;|=*?*=|PracticalHours;|=*?*=|GeneralHours;|=*?*=|DateCreated;|=*?*=|DateDoing;|=*?*=|DateDone;|=*?*=|ProjectStatus;|=*?*=|Challenges;|=*?*=|FutureAdditions;|=*?*=|TimeUnitsPutIn;|=*?*=|SubProjectIds
9. C# Hotel Management applicatie;|=*?*=|346776cc-957a-4e14-bbb8-25151df42915;|=*?*=|3ffb52e6-46fe-4040-9e02-a1f51c48ccfa;|=*?*=|In deze module gaan je weer alles samen brengen en tot een applicatie bouwen.;|=*?*=|  Na deze module weet ik hoe alle onderdelen voor een applicatie samen komen zoals data base back end, objecten en de front end.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|75;|=*?*=|0;|=*?*=|75;|=*?*=|0;|=*?*=|01/07/2021 01:27:10 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Dependency injection|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Maak de Class library|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Maak de nodige tabellen aan in SQL|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Maak de webpaginas in Razor Pages|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Plan de applicatie van te voren|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Zorg voor een connectie vanuit de applicatie naar SQL|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|ab1589f1-72bf-44d7-ba0c-dc2ea5a941e4;|=*?*=|
Agile Scrum;|=*?*=|d05b4980-10f5-43fb-bcd2-c70d19cab038;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus Agile Scrum om op examen niveau te komen.;|=*?*=|Het afronden van het vak met een voldoende en het halen van een PSM1 Certificaat bij Scrum.org.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8321;|=*?*=|7;|=*?*=|4;|=*?*=|10;|=*?*=|6;|=*?*=|100;|=*?*=|35;|=*?*=|35;|=*?*=|0;|=*?*=|0;|=*?*=|04/10/2021 02:33:33 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|;|=*?*=|;|=*?*=|22d04ce9-03d1-43e7-be24-e979a974abec;|=*?*=|
Apache http server;|=*?*=|ea1f3a03-9b33-4295-945d-a2f3354ca1e8;|=*?*=|9975f6fd-ffcb-419f-accf-2e4065fc80c9;|=*?*=|Met Apache kan je webpagina's hosten op een server.;|=*?*=|Hosten van web pagina's;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9521;|=*?*=|8;|=*?*=|5;|=*?*=|3;|=*?*=|4;|=*?*=|50;|=*?*=|7;|=*?*=|0;|=*?*=|7;|=*?*=|0;|=*?*=|01/11/2021 12:29:31 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Hosting .Net Core applications|=*&*=||=*!*=|https://ollie10.medium.com/how-to-host-an-asp-net-core-3-1-application-on-linux-ubuntu-20-04-with-apache-as-reverse-proxy-34bf2fb18502|=*$*=|Install Apache server|=*&*=||=*!*=|1. sudo apt-get update|=*!*=|2. sudo apt-get install apache2 -y|=*!*=|3. In browser: http://local.server.ip|=*!*=|https://phoenixnap.com/kb/how-to-install-apache-web-server-on-ubuntu-18-04|=*$*=|Uninstall Apache server|=*&*=||=*!*=|1. sudo service apache2 stop|=*!*=|2. sudo apt-get purge apache2 apache2-utils apache2.2-bin apache2-common|=*!*=|3. sudo apt-get --purge remove apache2|=*!*=|4. Result: apache2: /etc/apache2|=*!*=|4. whereis apache2|=*!*=|5. sudo rm -rf /etc/apache2|=*!*=|https://www.edureka.co/community/46181/how-to-uninstall-apache2-on-ubuntu|=*$*=|Verschillende pagina's hosten op een server|=*&*=||=*!*=|https://www.atlantic.net/vps-hosting/host-multiple-websites-on-a-single-server-with-apache-on-ubuntu-18-04/;|=*?*=|;|=*?*=|fe724d0d-6b7e-49d9-a2c0-7df625c6dd5c|=*!*=|ed9ec64d-afa1-4a43-accd-5f3bdd38f436|=*!*=|da0c7987-b38d-4f2a-988b-c24dcd3914be;|=*?*=|
ASP.Net Core (Getting started);|=*?*=|f3e763c0-2a6f-4994-8583-758007f395a2;|=*?*=|e906b9e2-817f-4b86-9c82-000a4ce708d9;|=*?*=|Het krijgen van ervaring en kennis voor het kiezen van het juiste ASP.Net Core Project.;|=*?*=|Een beter inzicht krijgen in de voor en na delen van de .Net Core projecten;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9021;|=*?*=|7;|=*?*=|5;|=*?*=|7;|=*?*=|4;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|19/10/2021 10:38:02 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
BecomingAProffesionalDeveloper;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|00000000-0000-0000-0000-000000000000;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|1631;|=*?*=|662;|=*?*=|939;|=*?*=|30;|=*?*=|04/10/2021 02:32:29 PM;|=*?*=|24/11/2021 10:07:22 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|539dc9b5-617d-4fe6-8b58-d7b4dfb0d9b2;|=*?*=|8d631d32-421e-4733-980a-48e05dc1a874|=*!*=|a84d7ed0-0595-4fde-a4b7-7c4c3729ebcc|=*!*=|29921224-2e01-4068-b8e3-d9778a387a39|=*!*=|ee4dce22-b090-4c47-b4ca-3b8f215f61fe|=*!*=|0b58ad7f-d060-47a0-a584-fe09964f650b|=*!*=|1ffae8fc-37e3-4caf-89e3-3e54ab0bfded
C# projecten;|=*?*=|8283f3c2-424f-4b3c-b094-67c41d4337fa;|=*?*=|8d631d32-421e-4733-980a-48e05dc1a874;|=*?*=|Projecten die met behulp van C# en visual studio tot stand zijn gekomen.;|=*?*=|Het weergeven van mijn kennis en ervaring.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|6501;|=*?*=|10;|=*?*=|10;|=*?*=|5;|=*?*=|7;|=*?*=|0;|=*?*=|216;|=*?*=|0;|=*?*=|199;|=*?*=|17;|=*?*=|05/10/2021 10:18:06 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|92fb1ea2-3f52-4c85-991c-471287a596d7|=*!*=|82fa1425-30f3-44b4-8344-61d22daf438c
Code Snippets;|=*?*=|28e05422-05fd-427f-ad73-f1ffb9e436ae;|=*?*=|c395ef5d-d5fd-4758-8469-47d99b38e243;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|01/11/2021 02:27:46 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|1347d366-6db6-44cf-8fa7-983185644d77|=*!*=|05acd4eb-df02-4549-977a-d884942e3058|=*!*=|f2443489-519a-4fb6-8dd0-2052ea30f9a9
Comptia Linux +;|=*?*=|34519961-e4ad-440c-b926-9bb93c961fae;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|Het leren werken met linux en hoe het werkt.;|=*?*=|bekend zijn met de basis in en outs van de linux distributies: CentOS, Ubuntu, Fedora;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9977;|=*?*=|4;|=*?*=|3;|=*?*=|1;|=*?*=|2;|=*?*=|50;|=*?*=|82;|=*?*=|82;|=*?*=|0;|=*?*=|0;|=*?*=|26/06/2021 04:21:09 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|d36d6e71-e3e9-40b1-94ff-e3248e451996;|=*?*=|
Contributies;|=*?*=|29921224-2e01-4068-b8e3-d9778a387a39;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|07/10/2021 05:59:03 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
CSS Snippets;|=*?*=|f2443489-519a-4fb6-8dd0-2052ea30f9a9;|=*?*=|28e05422-05fd-427f-ad73-f1ffb9e436ae;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|01/11/2021 02:32:56 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|CSS Color codes|=*&*=||=*!*=|https://www.google.com/search?q=%23343a40&oq=%23343a40&aqs=chrome..69i57j0i512j0i30j0i5i30.1087j0j7&sourceid=chrome&ie=UTF-8|=*!*=|https://www.rapidtables.com/convert/color/rgb-to-hex.html|=*$*=|CSS Find examples|=*&*=||=*!*=|Search for: CSS .....|=*$*=|CSS Fix elements|=*&*=||=*!*=|https://stackoverflow.com/questions/20762823/set-div-width-equal-to-window-size|=*$*=|CSS hanging punctuations|=*&*=||=*!*=|https://developer.mozilla.org/en-US/docs/Web/CSS/hanging-punctuation|=*$*=|CSS Link color|=*&*=||=*!*=|https://www.w3schools.com/html/html_links_colors.asp|=*$*=|CSS List style position|=*&*=||=*!*=|https://developer.mozilla.org/en-US/docs/Web/CSS/list-style-position|=*$*=|CSS Margin Padding|=*&*=||=*!*=|https://docs.microsoft.com/en-us/xamarin/xamarin-forms/user-interface/layouts/margin-and-padding|=*$*=|CSS responsive pictures|=*&*=||=*!*=|https://css-tricks.com/responsive-images-css/|=*$*=|CSS Show divs side by side|=*&*=||=*!*=|https://coder-coder.com/display-divs-side-by-side/;|=*?*=|;|=*?*=|;|=*?*=|
Database Devops (From start to finish);|=*?*=|f91bd736-fd3f-48f9-9fff-390e7945a208;|=*?*=|710984e4-0e8e-4484-ab30-f9453f415ff1;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9989;|=*?*=|3;|=*?*=|2;|=*?*=|2;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|19/10/2021 10:43:18 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Databases en SQL Foundation;|=*?*=|1b0a00c3-839c-4004-bfcc-ca0be3371c28;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|De basis leggen in het werken met SQL databases.;|=*?*=|Het kunnen bedenken van SQL Statements waardoor de juiste informatie uit de database komt.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|47;|=*?*=|40;|=*?*=|7;|=*?*=|0;|=*?*=|19/01/2021 05:29:20 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|b9046b2c-72ec-4ef7-a282-752874ae071d|=*!*=|2e6476e5-f1fe-4cb4-bfca-3f7e4e64b25d;|=*?*=|
Foundation in Webdevelopment;|=*?*=|89c13c66-cf68-4827-880a-50e001abfa6f;|=*?*=|e906b9e2-817f-4b86-9c82-000a4ce708d9;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|19/10/2021 10:46:42 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
Fundamentals C#;|=*?*=|3ffb52e6-46fe-4040-9e02-a1f51c48ccfa;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus waar alle fundamentele dingen van programmeren en ook C# uitgelegd worden.;|=*?*=|Het leren van de basis principes van programmeren en wennen aan strongly typed programmeer talen zoals C#.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|5001;|=*?*=|10;|=*?*=|10;|=*?*=|5;|=*?*=|10;|=*?*=|100;|=*?*=|630;|=*?*=|10;|=*?*=|620;|=*?*=|0;|=*?*=|04/10/2021 02:45:22 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|e6d10b9d-7a2c-4c9a-b55b-390dd851d717|=*!*=|24bfed1e-cbc3-4795-b189-c4228566293b|=*!*=|d83527c9-f90b-40a3-9beb-5e9b941416ac|=*!*=|fd1bbd3c-a88b-4d23-96c7-b02357fdb1fa|=*!*=|ae2af3e2-669b-43cc-b25e-1de3357fba33|=*!*=|2bcd4b21-cf7f-4b47-b448-2492b01dd513|=*!*=|70ac46a1-1adb-4d89-9c37-7c35d352c030|=*!*=|49a1f6f1-f03b-4869-9267-56cdd2432ace|=*!*=|346776cc-957a-4e14-bbb8-25151df42915|=*!*=|4dbe9806-6a03-4167-9a84-abd1e8eb6778
Html->Markdown Interpreter;|=*?*=|d67304d0-5749-4510-9795-70dc2cf5ea1e;|=*?*=|4d7906ba-f5a9-41d7-8952-4e2c03370345;|=*?*=|Een vertaler van html naar markdown geschreven in PHP;|=*?*=|Een server side vertaling voor de mobiele applicatie;|=*?*=|Victor Looren de Jong, Steven Woudenberg;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|27/10/2021 03:16:05 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|
ITIL4 Foundations;|=*?*=|52d4fdba-b694-4647-b65d-852e11013ba1;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus waarin de principen en waarden van ITIL worden uitgelegd;|=*?*=|Het behalen van mijn ITIL 4 Foundations certificaat;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|48;|=*?*=|48;|=*?*=|0;|=*?*=|0;|=*?*=|01/06/2020 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|De 7 ITIL Guiding Principles|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Organisatie en Mensen|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Partners en suppliers|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Service en Value|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Service Value Chain|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Service Value System|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Value stream en processen|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|bd071b5d-6183-4e09-becb-8c99cbbb540f|=*!*=|2519148c-43e8-4781-a300-1084402642de;|=*?*=|
Laravel;|=*?*=|1f7dd766-c5f4-48c7-82b0-7483516887bc;|=*?*=|2a82ae6d-9160-4c1e-96b3-2cadcbab8c19;|=*?*=|Laravel is een framework voor PHP.;|=*?*=|Het leren werken met het Laravel framework.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|50;|=*?*=|2;|=*?*=|2;|=*?*=|0;|=*?*=|0;|=*?*=|04/10/2021 02:35:18 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|22fa70e9-a1b7-4566-b1c3-f95369dd687c;|=*?*=|
Learn the basics HTML/CSS/JavaScript;|=*?*=|a2802ea2-b893-4486-8840-05e924089f46;|=*?*=|2a82ae6d-9160-4c1e-96b3-2cadcbab8c19;|=*?*=|Het leren van de basis concepten van HTML/CSS/JavaScript .;|=*?*=|Dit is nodig om verder te gaan in het vak webdeveloper.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9281;|=*?*=|9;|=*?*=|8;|=*?*=|5;|=*?*=|2;|=*?*=|0;|=*?*=|5;|=*?*=|0;|=*?*=|5;|=*?*=|0;|=*?*=|11/10/2021 12:55:12 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|afc09525-646b-454e-a6bf-d3b32d092087;|=*?*=|
Leerpad;|=*?*=|a84d7ed0-0595-4fde-a4b7-7c4c3729ebcc;|=*?*=|0320a8ab-eda2-4c07-963d-a14e21859f21;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|20;|=*?*=|1359;|=*?*=|662;|=*?*=|692;|=*?*=|5;|=*?*=|04/10/2021 02:43:53 PM;|=*?*=|24/11/2021 10:07:22 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106|=*!*=|b4052bc7-098a-4304-bbf7-2c9e0fad8c25|=*!*=|e906b9e2-817f-4b86-9c82-000a4ce708d9
Linux;|=*?*=|98a95d3d-4d12-4557-92af-ec0005ab9c1c;|=*?*=|8d631d32-421e-4733-980a-48e05dc1a874;|=*?*=|Projecten die in Linux gedaan zijn;|=*?*=|Ervaring met verschillende Linux distributies;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9749;|=*?*=|7;|=*?*=|6;|=*?*=|2;|=*?*=|3;|=*?*=|0;|=*?*=|54;|=*?*=|0;|=*?*=|48;|=*?*=|6;|=*?*=|01/11/2021 11:34:10 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Folder permissions|=*&*=||=*!*=|https://www.pluralsight.com/blog/it-ops/linux-file-permissions|=*$*=|Package management|=*&*=||=*!*=|1. sudo apt-get remove "packagename"|=*!*=|1. will remove the binaries, but not the configuration or data files of the package packagename. It will also leave dependencies installed with it on installation time untouched.|=*!*=|2. sudo apt-get purge "packagename"|=*!*=|2. sudo apt-get remove --purge "packagename"|=*!*=|2. will remove about everything regarding the package packagename, but not the dependencies installed with it on installation. Both commands are equivalent.  Particularly useful when you want to 'start all over' with an application because you messed up the configuration. However, it does not remove configuration or data files residing in users home directories, usually in hidden folders there. There is no easy way to get those removed as well.|=*!*=|3. removes orphaned packages, i.e. installed packages that used to be installed as an dependency, but aren't any longer. Use this after removing a package which had installed dependencies you're no longer interested in.|=*!*=|3. sudo apt-get autoremove|=*!*=|4. List all installed packages: apt list --installed|=*!*=|5. install Packages: sudo apt-get install "Package name"|=*!*=|https://askubuntu.com/questions/187888/what-is-the-correct-way-to-completely-remove-an-application|=*$*=|Stop terminal command|=*&*=||=*!*=|CTRL + C|=*$*=|Sysctl commands|=*&*=||=*!*=|https://access.redhat.com/sites/default/files/attachments/12052018_systemd_6.pdf|=*$*=|User management|=*&*=||=*!*=|https://askubuntu.com/questions/410244/is-there-a-command-to-list-all-users-also-to-add-delete-modify-users-in-the|=*!*=|List all users: cut -d: -f1 /etc/passwd;|=*?*=|;|=*?*=|;|=*?*=|9975f6fd-ffcb-419f-accf-2e4065fc80c9|=*!*=|f3ce09fa-5988-4325-942f-93c946d46c78
MBO 4 Software developer;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|b4052bc7-098a-4304-bbf7-2c9e0fad8c25;|=*?*=|Een opleiding op MBO 4 niveau waarin ik leer wat er bij het vak software developer komt kijken en hoe ik het toe kan passen en welke valkuilen er zijn.;|=*?*=|Een brede basis leggen om op te kunnen bouwen zodat ik door kan groeien naar HBO en daarna een Bachelor.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9976;|=*?*=|5;|=*?*=|5;|=*?*=|1;|=*?*=|1;|=*?*=|14;|=*?*=|492;|=*?*=|474;|=*?*=|13;|=*?*=|5;|=*?*=|04/10/2021 02:33:16 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|84cb2068-f98b-4f62-b111-9dbd1e7f487b|=*!*=|77645656-3458-47c9-8df0-3f49f455ffd6;|=*?*=|2a82ae6d-9160-4c1e-96b3-2cadcbab8c19|=*!*=|f62d99f5-6540-49a8-90d7-328718b68d18|=*!*=|34519961-e4ad-440c-b926-9bb93c961fae|=*!*=|35ed4ddd-d06d-476c-9482-64a5b4106583|=*!*=|1b0a00c3-839c-4004-bfcc-ca0be3371c28|=*!*=|1c7b5a6a-fdb3-4c2c-8654-2c002dc1d7a4
Mee bezig;|=*?*=|b4052bc7-098a-4304-bbf7-2c9e0fad8c25;|=*?*=|a84d7ed0-0595-4fde-a4b7-7c4c3729ebcc;|=*?*=|;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9376;|=*?*=|5;|=*?*=|5;|=*?*=|5;|=*?*=|5;|=*?*=|50;|=*?*=|492;|=*?*=|474;|=*?*=|13;|=*?*=|5;|=*?*=|24/11/2021 09:56:31 AM;|=*?*=|24/11/2021 10:01:12 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06
Microsoft 365 Fundamentals (MS-900);|=*?*=|6d66f5dd-3d9b-4d58-be28-f3630b1e1b77;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus om te leren hoe Microsoft 365 er uit ziet en hoe er mee te werken;|=*?*=|Na deze cursus heb je een goede indruk hoe Microsoft 365 in elkaar steekt en hoe Azure het centrum is.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|7;|=*?*=|7;|=*?*=|0;|=*?*=|0;|=*?*=|17/06/2020 12:03:28 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Identity en access management|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Microsoft 365 productivity en teamwork solutions|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Principen van cloud computing|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|36909179-0858-4c76-9ac5-480edc6975da;|=*?*=|
